SPU,订单编号,交易状态,下单时间,付款时间,付款金额,昵称
521758420834,'2434093187989129,交易关闭,2016-12-25 00:38:48,null,162.20,wertyuiop2583
521758420834,'2898212708341573,等待买家付款,2016-12-25 00:32:05,null,167.20,huishsngminyou
521758420834,'2432669590498043,买家已付款,2016-12-25 00:29:31,2016-12-25 00:29:52,150.80,tb5419987_2012
521758420834,'2433758774376749,买家已付款,2016-12-25 00:29:23,2016-12-25 00:29:30,192.31,tb2985572
521758420834,'2898209505260070,交易关闭,2016-12-25 00:28:42,null,192.31,endlesslov007e
521758420834,'2898192109527465,买家已付款,2016-12-25 00:24:17,2016-12-25 00:24:21,162.20,何杨妙妙
521758420834,'2895272485046072,交易关闭,2016-12-25 00:21:07,null,187.20,贺玉娟12
521758420834,'2434065188150925,买家已付款,2016-12-25 00:17:43,2016-12-25 00:17:54,199.25,王建周00
521758420834,'2898179506599586,买家已付款,2016-12-25 00:16:27,2016-12-25 00:16:38,150.80,yulianbao1
521758420834,'2897410918059778,买家已付款,2016-12-25 00:15:06,2016-12-25 00:17:58,537.50,锦绣佳年华
521758420834,'2895239889315051,交易关闭,2016-12-25 00:12:26,2016-12-25 00:12:35,194.25,jiao251414
521758420834,'2432858368225141,买家已付款,2016-12-25 00:10:18,2016-12-25 00:10:33,157.20,hyc035142
521758420834,'2432645190402344,买家已付款,2016-12-25 00:09:26,2016-12-25 00:10:50,145.80,oyx13664
521758420834,'2895241484945051,交易关闭,2016-12-25 00:09:06,null,194.14,jiao251414
521758420834,'2432857565853739,卖家已发货,2016-12-25 00:07:11,2016-12-25 00:07:18,69.10,jenny惠玲
521758420834,'2897386918811260,卖家已发货,2016-12-25 00:06:29,2016-12-25 00:06:39,68.95,天使之翼1100
521758420834,'2433722378225635,买家已付款,2016-12-25 00:05:52,2016-12-25 00:06:04,194.25,邓志涛1910
521758420834,'2433726772931025,等待买家付款,2016-12-25 00:04:23,null,242.25,我们是活宝
521758420834,'2434051184845141,交易关闭,2016-12-25 00:02:53,null,157.20,hyc035142
521758420834,'2897138892290878,买家已付款,2016-12-25 00:02:24,2016-12-25 00:02:29,194.25,飞飞飞向天
521758420834,'2897122299079781,买家已付款,2016-12-25 00:02:04,2016-12-25 08:41:11,192.31,熊远涛22
521758420834,'2895227481290878,交易关闭,2016-12-25 00:01:53,null,194.25,飞飞飞向天
521758420834,'2897122098656595,买家已付款,2016-12-25 00:01:28,2016-12-25 00:01:52,155.63,夏永平77
521758420834,'2897370118472991,卖家已发货,2016-12-25 00:01:15,2016-12-25 00:01:18,144.35,永芳小清新
521758420834,'2434044788417834,买家已付款,2016-12-25 00:00:52,2016-12-25 00:01:05,162.20,乘风至也也
521758420834,'2434050981418030,买家已付款,2016-12-25 00:00:30,2016-12-25 00:00:55,68.41,shenyajuan9
521758420834,'2897369319141854,买家已付款,2016-12-25 00:00:29,2016-12-25 00:00:37,162.20,诚信店66
521758420834,'2933772834469413,买家已付款,2016-12-25 00:00:27,2016-12-25 00:00:30,162.20,张新娟1982331
521758420834,'2933713817707801,买家已付款,2016-12-25 00:00:23,2016-12-25 00:00:32,145.80,笑对生活_94
521758420834,'2897362519410492,买家已付款,2016-12-25 00:00:16,2016-12-25 00:00:21,537.50,lisy301
521758420834,'2897379713445484,买家已付款,2016-12-25 00:00:15,2016-12-25 00:00:32,440.00,tb0713839_2011
521758420834,'2897379713455484,买家已付款,2016-12-25 00:00:15,2016-12-25 00:00:32,195.00,tb0713839_2011
521758420834,'2897377914769781,交易关闭,2016-12-25 00:00:13,2016-12-25 00:00:17,160.58,熊远涛22
521758420834,'2933187609419413,交易关闭,2016-12-25 00:00:11,null,162.20,张新娟1982331
521758420834,'2895225080226595,交易关闭,2016-12-25 00:00:10,null,157.20,夏永平77
521758420834,'2898144501884294,买家已付款,2016-12-25 00:00:10,2016-12-25 00:00:19,194.25,郭泽鑫77
521758420834,'2933769437903419,买家已付款,2016-12-25 00:00:07,2016-12-25 00:00:21,242.25,文书8208
521758420834,'2897382512348262,买家已付款,2016-12-25 00:00:03,2016-12-25 00:00:05,150.80,tb5261387_88
521758420834,'2895220682112079,买家已付款,2016-12-25 00:00:01,2016-12-25 00:00:50,199.25,喜喜超超蕊蕊
521758420834,'2434043987549046,卖家已发货,2016-12-25 00:00:00,2016-12-25 00:00:03,175.80,tb930606
536411563635,'2897274097029479,卖家已发货,2016-12-25 01:16:08,2016-12-25 01:16:13,63.65,slina888133
536411563635,'2895308088839064,买家已付款,2016-12-25 00:42:48,2016-12-25 00:42:59,63.05,冬已去夏未至
536411563635,'2933759818809518,等待买家付款,2016-12-25 00:38:33,null,127.30,周道煌
536411563635,'2433754371252033,买家已付款,2016-12-25 00:24:19,2016-12-25 00:24:38,122.30,刘美平111017
536411563635,'2933811031298315,卖家已发货,2016-12-25 00:24:04,2016-12-25 00:26:19,60.35,拍拖菜鸟
536411563635,'2433730371383646,交易关闭,2016-12-25 00:05:10,2016-12-25 00:25:11,78.60,tb282433_00
536411563635,'2433717776787134,卖家已发货,2016-12-25 00:02:37,2016-12-25 00:02:45,21.60,陪斜村建华
536411563635,'2432855360217134,等待买家付款,2016-12-25 00:02:07,null,32.05,陪斜村建华
536411563635,'2433724370251348,买家已付款,2016-12-25 00:00:53,2016-12-25 00:01:44,45.35,youmamama
536411563635,'2434051381653532,卖家已发货,2016-12-25 00:00:44,2016-12-25 00:01:05,44.90,sophia_9389
536411563635,'2432624194807929,买家已付款,2016-12-25 00:00:40,2016-12-25 00:01:17,75.75,春妮坊
536411563635,'2933771633882404,卖家已发货,2016-12-25 00:00:08,2016-12-25 00:00:19,58.65,狐们妞女
536411563635,'2898145100957170,卖家已发货,2016-12-25 00:00:04,2016-12-25 00:00:20,58.65,sn0wh
38871629112,'2897437699153773,买家已付款,2016-12-25 07:08:25,2016-12-25 07:09:43,568.10,杨秀芹1977
38871629112,'2895505486793191,交易关闭,2016-12-25 06:20:17,null,563.56,向前5950
38871629112,'2434100583236138,买家已付款,2016-12-25 00:40:18,2016-12-25 04:03:58,519.05,tb321034769
38871629112,'2898225501768887,等待买家付款,2016-12-25 00:31:50,null,468.31,啊诺申力
38871629112,'2895297481738887,等待买家付款,2016-12-25 00:29:31,null,453.31,啊诺申力
38871629112,'2897180695008589,买家已付款,2016-12-25 00:21:40,2016-12-25 00:21:50,260.47,周刘裕轩
38871629112,'2897415112338589,交易关闭,2016-12-25 00:10:10,2016-12-25 00:12:52,255.52,周刘裕轩
38871629112,'2895229288384367,交易关闭,2016-12-25 00:08:12,2016-12-25 00:09:09,448.10,超级帅哥1989
38871629112,'2897391714627465,买家已付款,2016-12-25 00:04:32,2016-12-25 00:04:43,486.60,何杨妙妙
38871629112,'2895221282599958,买家已付款,2016-12-25 00:00:32,2016-12-25 00:04:11,535.00,zhangxiangqiu123456
38871629112,'2935163821703507,买家已付款,2016-12-25 00:00:03,2016-12-25 00:00:32,223.92,握不住的沙ja
40367970114,'2897761316776067,买家已付款,2016-12-25 07:57:27,2016-12-25 07:57:35,330.10,qibin118_520
40367970114,'2897455897084494,买家已付款,2016-12-25 07:23:15,2016-12-25 07:23:27,515.35,邵凤鸣1314
40367970114,'2935307428155203,等待买家付款,2016-12-25 06:06:08,null,303.05,tb10799766
40367970114,'2897664313061056,等待买家付款,2016-12-25 05:13:34,null,293.05,赵国民19691013
40367970114,'2898417301807058,等待买家付款,2016-12-25 05:01:46,null,540.55,鲁斯特酱
40367970114,'2898418500399688,等待买家付款,2016-12-25 04:55:53,null,340.10,咖啡x酷酷
40367970114,'2935241227744816,买家已付款,2016-12-25 01:16:36,2016-12-25 01:16:54,330.10,cxc78806169
40367970114,'2898286508107650,等待买家付款,2016-12-25 01:15:46,null,330.10,徐小花宝宝
40367970114,'2432881169772925,等待买家付款,2016-12-25 00:32:09,null,535.55,85后的我们
40367970114,'2935188825783012,买家已付款,2016-12-25 00:20:54,2016-12-25 00:21:02,797.50,小白兔528940
40367970114,'2935188825793012,买家已付款,2016-12-25 00:20:54,2016-12-25 00:21:02,895.00,小白兔528940
40367970114,'2933742217151606,买家已付款,2016-12-25 00:18:38,2016-12-25 00:19:30,320.10,yangyang20030516
40367970114,'2433714379129047,买家已付款,2016-12-25 00:00:53,2016-12-25 00:01:03,316.90,chenli0921
40367970114,'2895214086897292,买家已付款,2016-12-25 00:00:38,2016-12-25 00:00:46,320.10,tb1597181_2011
40367970114,'2433716175800649,买家已付款,2016-12-25 00:00:34,2016-12-25 00:00:54,320.10,hqf欣
40367970114,'2933771036046714,买家已付款,2016-12-25 00:00:20,2016-12-25 00:00:43,320.10,小泡泡糖醋汁
40367970114,'2933768435900618,买家已付款,2016-12-25 00:00:04,2016-12-25 00:00:11,320.10,丿领衔主演灬磊
40367970114,'2933714814534707,等待买家付款,2016-12-25 00:00:03,null,520.55,春春私语
40367970114,'2897116898477875,交易关闭,2016-12-25 00:00:01,2016-12-25 00:00:17,340.10,cx4457
40398100586,'2933803816165911,等待买家付款,2016-12-25 01:32:06,null,852.72,朵拉朵尚2012
40398100586,'2897386317883469,买家已付款,2016-12-25 00:05:23,2016-12-25 00:05:49,504.35,平常心19729
40398100586,'2895230283850994,买家已付款,2016-12-25 00:04:38,2016-12-25 00:06:08,501.00,t_1479968005516_0522
40398100586,'2897378118711572,交易关闭,2016-12-25 00:02:47,null,363.10,zfy18983195711
40398100586,'2898144902821572,交易关闭,2016-12-25 00:00:55,null,363.10,zfy18983195711
40398100586,'2895211887241295,等待买家付款,2016-12-25 00:00:42,null,425.31,星燕汽车饰品
40398100586,'2933712419668207,交易关闭,2016-12-25 00:00:13,null,278.10,似水娇阳容
40398100586,'2898129109101295,等待买家付款,2016-12-25 00:00:08,null,419.60,星燕汽车饰品
40398100586,'2433711978193645,买家已付款,2016-12-25 00:00:05,2016-12-25 00:00:23,817.72,在这里很快乐
40398100586,'2434045586041237,买家已付款,2016-12-25 00:00:00,2016-12-25 00:00:09,514.41,dcl578
42342739709,'2898441105230892,等待买家付款,2016-12-25 06:36:08,null,112.10,走吧糖美人
42342739709,'2933319803465309,买家已付款,2016-12-25 03:39:25,2016-12-25 03:39:36,107.35,歌舞曼霓裳
42342739709,'2933870637046811,买家已付款,2016-12-25 01:45:43,2016-12-25 01:45:49,112.10,卢伟杰lwj
42342739709,'2895363287635569,买家已付款,2016-12-25 01:19:31,2016-12-25 01:36:32,122.35,伽伽1021
42342739709,'2897279094147857,等待买家付款,2016-12-25 01:14:08,null,121.60,邱润香
42342739709,'2434116389105830,买家已付款,2016-12-25 01:05:21,2016-12-25 01:05:49,121.60,o哈o0
42342739709,'2897501712800989,买家已付款,2016-12-25 00:49:48,2016-12-25 00:49:59,110.98,lxth520
42342739709,'2897454516100175,等待买家付款,2016-12-25 00:31:11,null,110.98,曾经的我xzy
42342739709,'2434081785521839,交易关闭,2016-12-25 00:27:04,2016-12-25 00:27:52,106.03,yiminqiong
42342739709,'2897173295600275,等待买家付款,2016-12-25 00:18:11,null,91.93,tb85915715
42342739709,'2933206209606309,买家已付款,2016-12-25 00:11:48,2016-12-25 00:11:53,59.60,tiaozaoll
42342739709,'2897406710110676,买家已付款,2016-12-25 00:05:48,2016-12-25 00:07:27,107.10,rf444
42342739709,'2897151290567598,买家已付款,2016-12-25 00:05:40,2016-12-25 00:05:42,107.10,落希雨
42342739709,'2898157903551173,买家已付款,2016-12-25 00:05:30,2016-12-25 00:05:41,126.60,mouyushuang1995
42342739709,'2897127696506253,交易关闭,2016-12-25 00:01:25,null,102.35,叶姗姗_99
42342739709,'2897378114990179,买家已付款,2016-12-25 00:00:49,2016-12-25 00:01:54,107.10,淘够淘乐
42342739709,'2895207489196759,交易关闭,2016-12-25 00:00:39,null,117.10,wajm52013141
42342739709,'2895218084369866,卖家已发货,2016-12-25 00:00:23,2016-12-25 00:00:26,92.85,赤壁周公爱瓜瓜
42342739709,'2432850562276637,买家已付款,2016-12-25 00:00:22,2016-12-25 00:00:35,97.60,mary_cy67
42342739709,'2897379713425484,买家已付款,2016-12-25 00:00:15,2016-12-25 00:00:32,295.00,tb0713839_2011
42342739709,'2897371716766253,买家已付款,2016-12-25 00:00:14,2016-12-25 00:06:15,101.33,叶姗姗_99
44147533315,'2434239780285238,买家已付款,2016-12-25 07:36:55,2016-12-25 07:37:05,40.85,克莱斯勒照片咯提咯
44147533315,'2933336601333024,交易关闭,2016-12-25 05:37:10,2016-12-25 05:37:15,78.85,wangyan7865640
44147533315,'2895391883092295,等待买家付款,2016-12-25 01:32:08,null,78.95,xiaqian倩倩
44147533315,'2933269003129712,买家已付款,2016-12-25 01:11:01,2016-12-25 01:12:14,102.60,小嘎1111
44147533315,'2933250407612009,卖家已发货,2016-12-25 00:53:42,2016-12-25 00:53:53,78.85,一水迢迢。
44147533315,'2895328488240351,买家已付款,2016-12-25 00:53:28,2016-12-25 00:53:38,69.35,我是吴嘉敏
44147533315,'2895332684331753,买家已付款,2016-12-25 00:49:52,2016-12-25 00:50:00,79.35,谦之初学者
44147533315,'2897445317954181,买家已付款,2016-12-25 00:28:13,2016-12-25 00:28:23,35.50,殇遗忘008
44147533315,'2933806039536605,卖家已发货,2016-12-25 00:26:38,2016-12-25 00:30:59,63.71,魔本营
44147533315,'2432657393709542,买家已付款,2016-12-25 00:20:02,2016-12-25 00:20:09,74.35,t_1479977647260_0977
44147533315,'2933742011008920,交易关闭,2016-12-25 00:14:44,null,97.60,混沌天龙鲨
44147533315,'2432631592022045,卖家已发货,2016-12-25 00:02:48,2016-12-25 00:03:00,75.75,呵呵哒o啦
44147533315,'2433717376278339,买家已付款,2016-12-25 00:01:23,2016-12-25 00:01:29,85.75,溯之ridacat
44147533315,'2895207088641890,卖家已发货,2016-12-25 00:01:10,2016-12-25 00:01:44,73.85,s473824559
44147533315,'2897128894734682,卖家已发货,2016-12-25 00:00:49,2016-12-25 00:00:55,73.85,straw小man
44147533315,'2432619199548339,等待买家付款,2016-12-25 00:00:42,null,85.75,溯之ridacat
44147533315,'2434049382241847,买家已付款,2016-12-25 00:00:22,2016-12-25 00:00:57,97.60,依旧牵着你的手521
44147533315,'2434046186075729,买家已付款,2016-12-25 00:00:18,2016-12-25 00:14:43,64.35,sjztyly
44147533315,'2432627790395236,交易关闭,2016-12-25 00:00:15,null,75.75,回到过去再见未来
44147533315,'2933191604255007,卖家已发货,2016-12-25 00:00:11,2016-12-25 00:00:23,75.75,我名张rj
44147533315,'2898141703092552,买家已付款,2016-12-25 00:00:10,2016-12-25 00:00:55,69.35,陌图连天
44147533315,'2897382911921550,等待买家付款,2016-12-25 00:00:09,null,64.35,我是二货55
44147533315,'2897373315924682,交易关闭,2016-12-25 00:00:06,null,73.85,straw小man
44147533315,'2897120296638983,买家已付款,2016-12-25 00:00:03,2016-12-25 00:00:12,68.66,幽幽昙香
44147533315,'2935157828014501,买家已付款,2016-12-25 00:00:02,2016-12-25 00:00:08,64.35,虾啊啊啊仁
44147533315,'2897130691624351,卖家已发货,2016-12-25 00:00:01,2016-12-25 00:00:15,78.85,迷离沫子
523741718298,'2895346282464490,买家已付款,2016-12-25 00:57:43,2016-12-25 01:01:36,302.10,chong2011816
523741718298,'2898207704163165,买家已付款,2016-12-25 00:25:50,2016-12-25 00:25:59,570.00,1009132257ling
523741718298,'2898147303796157,交易关闭,2016-12-25 00:01:54,null,348.60,伪装下的笑容199311
523741718298,'2898142104056157,交易关闭,2016-12-25 00:00:30,2016-12-25 00:00:38,358.60,伪装下的笑容199311
523741718298,'2895217883386157,交易关闭,2016-12-25 00:00:02,null,358.60,伪装下的笑容199311
523741718298,'2935151629892615,买家已付款,2016-12-25 00:00:01,2016-12-25 00:00:09,292.10,薯条张可心
527560802685,'2898405107138473,等待买家付款,2016-12-25 04:56:03,null,118.00,hong928339425
527560802685,'2935278424036811,买家已付款,2016-12-25 02:27:30,2016-12-25 02:27:37,150.00,尚美烊烊
527560802685,'2933276402256212,买家已付款,2016-12-25 01:20:28,2016-12-25 01:20:42,355.26,tb3287303
527560802685,'2898162501958350,买家已付款,2016-12-25 00:06:11,2016-12-25 00:06:15,109.89,qinzhongshengyi
527560802685,'2897134898618166,买家已付款,2016-12-25 00:04:34,2016-12-25 00:04:44,30.60,夜阑风清大洋
527560802685,'2895215484574270,买家已付款,2016-12-25 00:00:09,2016-12-25 00:00:14,103.00,yanzi556
536184181828,'2897253091067078,等待买家付款,2016-12-25 00:53:30,null,121.60,zhtaobao73
536184181828,'2933718612588011,交易关闭,2016-12-25 00:00:39,2016-12-25 00:00:44,115.44,zhangyongting2j
536184181828,'2898129509997958,买家已付款,2016-12-25 00:00:21,2016-12-25 00:00:27,84.40,miaomiao19811212
537715119330,'2432927161672841,买家已付款,2016-12-25 01:08:28,2016-12-25 01:08:41,121.60,果然臻智
537715119330,'2434113785817028,买家已付款,2016-12-25 00:55:55,2016-12-25 00:56:03,120.39,小笨孩的伤
537715119330,'2898247907708870,交易关闭,2016-12-25 00:49:31,null,140.60,盈chen88
537715119330,'2897225099822457,等待买家付款,2016-12-25 00:46:53,null,121.60,王芳王芳张
537715119330,'2933228004377017,买家已付款,2016-12-25 00:26:49,2016-12-25 00:34:13,129.30,五指山孙悟空
537715119330,'2898176704690960,买家已付款,2016-12-25 00:13:10,2016-12-25 00:13:24,111.60,丿东方彧卿
537715119330,'2933721814483507,买家已付款,2016-12-25 00:03:03,2016-12-25 00:03:06,178.10,握不住的沙ja
537715119330,'2433716378198534,等待买家付款,2016-12-25 00:02:54,null,110.49,tb7061088_11
537715119330,'2434048585458534,等待买家付款,2016-12-25 00:02:01,null,171.37,tb7061088_11
537715119330,'2433723171498534,等待买家付款,2016-12-25 00:01:29,null,171.37,tb7061088_11
537715119330,'2895213486959052,买家已付款,2016-12-25 00:00:45,2016-12-25 00:00:54,130.60,杨玉美20131
537715119330,'2898131109956986,交易关闭,2016-12-25 00:00:32,2016-12-25 00:01:03,111.60,hk堇茶
